imagename,label
LT04_L1GS_004111_19900212_20170131_01_T2_MTL,0
LT04_L1GS_184062_19890310_20170204_01_T2_MTL,1
LT04_L1GS_004075_19880223_20170209_01_T2_MTL,0
LT04_L1GS_183116_19900117_20170131_01_T2_MTL,0
LT04_L1GS_184062_19881220_20170205_01_T2_MTL,1
LT04_L1GS_184019_19881220_20170205_01_T2_MTL,1
LT04_L1TP_180026_19871206_20170210_01_T2_MTL,1
LT04_L1GS_184064_19880220_20170209_01_T2_MTL,0
LT04_L1GS_189056_19900924_20170128_01_T2_MTL,1
LT04_L1TP_009065_19891111_20170201_01_T1_MTL,1
LT04_L1GS_007120_19881212_20170205_01_T2_MTL,0
LT04_L1GS_005063_19880113_20170210_01_T2_MTL,0
LT04_L1GS_192022_19881228_20170205_01_T2_MTL,1
LT04_L1GS_189010_19891007_20170201_01_T2_MTL,0
LT04_L1GS_010052_19880624_20170208_01_T2_MTL,0
LT04_L1GS_184064_19880729_20170208_01_T2_MTL,0
LT04_L1GS_184019_19880729_20170208_01_T2_MTL,1
LT04_L1GS_009063_19891026_20170201_01_T2_MTL,1
LT04_L1GS_002225_19900318_20170131_01_T2_MTL,1
LT04_L1GS_010033_19871215_20170210_01_T2_MTL,0
LT04_L1TP_185015_19880704_20170208_01_T1_MTL,1
LT04_L1GS_009062_19880921_20170206_01_T2_MTL,1
LT04_L1GS_183063_19880604_20170208_01_T2_MTL,1
LT04_L1GS_183074_19871227_20170210_01_T2_MTL,0
LT04_L1GS_184024_19871116_20170210_01_T2_MTL,0
LT04_L1GS_185022_19900811_20170130_01_T2_MTL,1
LT04_L1TP_185015_19880618_20170208_01_T2_MTL,1
LT04_L1TP_188033_19880506_20170208_01_T1_MTL,1
LT04_L1TP_010024_19821217_20170220_01_T1_MTL,1
LT04_L1GS_010032_19871231_20170210_01_T2_MTL,0
LT04_L1TP_008046_19890104_20170204_01_T1_MTL,1
LT04_L1TP_188016_19880826_20170206_01_T1_MTL,1
LT04_L1GS_181020_19880809_20170207_01_T2_MTL,0
LT04_L1TP_184041_19871202_20170210_01_T1_MTL,1
LT04_L1TP_184054_19871031_20170210_01_T1_MTL,0
LT04_L1TP_189037_19881105_20170205_01_T1_MTL,1
LT04_L1TP_004070_19880223_20170209_01_T1_MTL,1
LT04_L1GS_185113_19890317_20170204_01_T2_MTL,0
LT04_L1GS_009060_19920628_20170122_01_T2_MTL,1
LT04_L1GS_190119_19890115_20170204_01_T2_MTL,0
LT04_L1GS_006055_19871219_20170210_01_T2_MTL,0
LT04_L1TP_183023_19881127_20170205_01_T1_MTL,1
LT04_L1TP_181024_19880724_20170208_01_T1_MTL,1
LT04_L1GS_180017_19880818_20170206_01_T2_MTL,0
LT04_L1TP_184017_19880611_20170208_01_T1_MTL,1
LT04_L1GS_190129_19890115_20170205_01_T2_MTL,0
LT04_L1TP_185042_19871225_20170210_01_T1_MTL,1
LT04_L1TP_189046_19880106_20170210_01_T1_MTL,0
LT04_L1GS_184014_19880915_20170206_01_T2_MTL,1
LT04_L1TP_182027_19920726_20170123_01_T1_MTL,1
LT04_L1TP_007055_19880315_20170209_01_T1_MTL,1
LT04_L1TP_187027_19880515_20170208_01_T1_MTL,1
LT04_L1GS_183029_19880128_20170209_01_T2_MTL,1
LT04_L1TP_180043_19880123_20170209_01_T1_MTL,1
LT04_L1TP_009060_19920714_20170122_01_T1_MTL,1
LT04_L1GS_186064_19871029_20170210_01_T2_MTL,0
LT04_L1TP_188027_19920704_20170122_01_T1_MTL,1
LT04_L1GS_181026_19881129_20170205_01_T2_MTL,1
LT04_L1GS_001112_19900207_20170131_01_T2_MTL,0
LT04_L1TP_010047_19881217_20170205_01_T1_MTL,1
LT04_L1TP_186030_19921213_20170121_01_T1_MTL,1
LT04_L1GS_006016_19881119_20170205_01_T2_MTL,1
LT04_L1GS_006015_19890106_20170205_01_T2_MTL,1
LT04_L1TP_182023_19880613_20170208_01_T1_MTL,1
LT04_L1GS_006058_19920607_20170122_01_T2_MTL,0
LT04_L1GS_007065_19891129_20170201_01_T2_MTL,1
LT04_L1GS_183065_19871211_20170210_01_T2_MTL,1
LT04_L1TP_003057_19880404_20170209_01_T1_MTL,1
LT04_L1TP_008056_19880118_20170210_01_T1_MTL,1
LT04_L1TP_187042_19871223_20170210_01_T1_MTL,1
LT04_L1TP_009057_19891026_20170201_01_T2_MTL,1
LT04_L1GS_185038_19871225_20170210_01_T2_MTL,0
LT04_L1TP_188043_19900731_20170129_01_T1_MTL,0
LT04_L1TP_188052_19880319_20170209_01_T1_MTL,1
LT04_L1GS_183024_19910731_20170126_01_T2_MTL,0
LT04_L1TP_184021_19880611_20170208_01_T1_MTL,0
LT04_L1GS_188058_19901222_20170128_01_T2_MTL,0
LT04_L1TP_004047_19880326_20170209_01_T1_MTL,1
LT04_L1TP_007058_19890825_20170202_01_T1_MTL,1
LT04_L1GS_188018_19880826_20170206_01_T2_MTL,1
LT04_L1GS_180024_19890109_20170205_01_T2_MTL,0
LT04_L1TP_184026_19880729_20170208_01_T1_MTL,1
LT04_L1TP_187049_19880124_20170209_01_T1_MTL,0
LT04_L1TP_183023_19890522_20170203_01_T1_MTL,1
LT04_L1TP_183021_19880604_20170208_01_T1_MTL,0
LT04_L1TP_004047_19880918_20170206_01_T1_MTL,1
LT04_L1TP_009053_19900725_20170130_01_T1_MTL,1
LT04_L1TP_193050_19920723_20170122_01_T1_MTL,1
LT04_L1GS_185018_19880602_20170208_01_T2_MTL,1
LT04_L1GS_193024_19881016_20170205_01_T2_MTL,1
LT04_L1GS_184063_19890326_20170204_01_T2_MTL,1
LT04_L1GS_181113_19900220_20170131_01_T2_MTL,0
LT04_L1TP_193032_19921214_20170121_01_T1_MTL,1
LT04_L1TP_001075_19890612_20170203_01_T1_MTL,1
LT04_L1GS_188025_19880506_20170209_01_T2_MTL,1
LT04_L1TP_192026_19920801_20170122_01_T1_MTL,1
LT04_L1GS_004113_19900212_20170131_01_T2_MTL,0
LT04_L1TP_181021_19920719_20170123_01_T1_MTL,0
LT04_L1GS_009048_19880516_20170208_01_T2_MTL,1
LT04_L1TP_007051_19910103_20170128_01_T1_MTL,1
LT04_L1GS_186058_19880913_20170206_01_T2_MTL,1
LT04_L1GS_183111_19900101_20170201_01_T2_MTL,0
LT04_L1GS_004052_19891108_20170201_01_T2_MTL,0
LT04_L1GS_183065_19881229_20170205_01_T2_MTL,1
LT04_L1TP_182028_19880629_20170208_01_T1_MTL,1
LT04_L1TP_188049_19880319_20170209_01_T1_MTL,0
LT04_L1TP_186024_19920807_20170122_01_T1_MTL,0
LT04_L1GS_183022_19880722_20170208_01_T2_MTL,0
LT04_L1GS_193022_19900616_20170129_01_T2_MTL,1
LT04_L1TP_185020_19880704_20170208_01_T1_MTL,0
LT04_L1TP_181024_19880606_20170208_01_T1_MTL,1
LT04_L1TP_187042_19920915_20170121_01_T1_MTL,1
LT04_L1TP_189038_19890313_20170204_01_T1_MTL,1
LT04_L1GS_185062_19881211_20170205_01_T2_MTL,0
LT04_L1GS_004062_19880326_20170209_01_T2_MTL,0
LT04_L1GS_184011_19880915_20170206_01_T2_MTL,0
LT04_L1GS_189058_19900924_20170128_01_T2_MTL,0
LT04_L1TP_182044_19881206_20170205_01_T1_MTL,0
LT04_L1GS_181017_19880809_20170207_01_T2_MTL,1
LT04_L1TP_187024_19920830_20170121_01_T1_MTL,1
LT04_L1TP_185055_19901217_20170128_01_T1_MTL,1
LT04_L1TP_010026_19821217_20170220_01_T1_MTL,1
LT04_L1TP_005024_19830115_20170220_01_T1_MTL,0
LT04_L1GS_005051_19871126_20170210_01_T2_MTL,1
LT04_L1TP_004054_19871119_20170210_01_T1_MTL,1
LT04_L1TP_009057_19900725_20170129_01_T1_MTL,1
LT04_L1TP_007051_19880923_20170206_01_T1_MTL,1
LT04_L1GS_002024_19830110_20170220_01_T2_MTL,0
LT04_L1TP_184026_19880611_20170208_01_T1_MTL,1
LT04_L1GS_003059_19880607_20170208_01_T2_MTL,1
LT04_L1GS_183037_19871227_20170210_01_T2_MTL,1
LT04_L1TP_193031_19871217_20170210_01_T1_MTL,1
LT04_L1TP_001055_19890308_20170204_01_T1_MTL,1
LT04_L1GS_001112_19891205_20170201_01_T2_MTL,0
LT04_L1GS_006028_19821205_20170220_01_T2_MTL,1
LT04_L1TP_188052_19901222_20170128_01_T1_MTL,1
LT04_L1GS_185068_19901217_20170129_01_T2_MTL,0
LT04_L1GS_183019_19880706_20170208_01_T2_MTL,1
LT04_L1TP_193030_19900803_20170129_01_T1_MTL,1
LT04_L1TP_008053_19890512_20170203_01_T1_MTL,1
LT04_L1GS_189028_19930324_20170119_01_T2_MTL,1
LT04_L1TP_184031_19880424_20170209_01_T1_MTL,1
LT04_L1TP_180028_19890618_20170202_01_T1_MTL,1
LT04_L1GS_002025_19821107_20170220_01_T2_MTL,1
LT04_L1TP_006058_19871101_20170210_01_T1_MTL,0
LT04_L1GS_184063_19880119_20170210_01_T2_MTL,1
LT04_L1GS_007061_19871226_20170210_01_T2_MTL,0
LT04_L1TP_009055_19891010_20170201_01_T1_MTL,1
LT04_L1TP_183017_19880823_20170206_01_T1_MTL,1
LT04_L1TP_193027_19900803_20170129_01_T1_MTL,1
LT04_L1GS_004065_19880411_20170209_01_T2_MTL,1
LT04_L1GS_005050_19891014_20170201_01_T2_MTL,0
LT04_L1GS_001060_19920706_20170122_01_T2_MTL,0
LT04_L1TP_184025_19880526_20170208_01_T1_MTL,1
LT04_L1GS_185060_19881125_20170205_01_T2_MTL,1
LT04_L1GS_184027_19920606_20170122_01_T2_MTL,1
LT04_L1GS_006058_19871117_20170210_01_T2_MTL,0
LT04_L1GS_185063_19880704_20170208_01_T2_MTL,0
LT04_L1GS_007066_19920716_20170123_01_T2_MTL,1
LT04_L1GS_189023_19920711_20170123_01_T2_MTL,1
LT04_L1TP_185026_19890824_20170201_01_T1_MTL,1
LT04_L1GS_004052_19920812_20170123_01_T2_MTL,0
LT04_L1GS_008054_19881117_20170206_01_T2_MTL,1
LT04_L1GS_189039_19880513_20170208_01_T2_MTL,1
LT04_L1TP_181026_19880910_20170206_01_T1_MTL,1
LT04_L1TP_183013_19880908_20170206_01_T1_MTL,1
LT04_L1TP_002053_19900521_20170130_01_T1_MTL,1
LT04_L1GS_001112_19891221_20170201_01_T2_MTL,0
LT04_L1GS_184062_19871031_20170210_01_T2_MTL,1
LT04_L1TP_183025_19890725_20170202_01_T1_MTL,1
LT04_L1TP_009065_19891026_20170201_01_T1_MTL,1
LT04_L1GS_184022_19880119_20170210_01_T2_MTL,0
LT04_L1TP_009063_19920714_20170123_01_T1_MTL,1
LT04_L1GS_180012_19880802_20170208_01_T2_MTL,0
LT04_L1GS_180017_19880802_20170207_01_T2_MTL,0
LT04_L1TP_001070_19871130_20170210_01_T2_MTL,1
LT04_L1GS_009057_19890111_20170204_01_T2_MTL,1
LT04_L1TP_185023_19880821_20170206_01_T1_MTL,1
LT04_L1TP_188037_19900715_20170129_01_T1_MTL,1
LT04_L1GS_184065_19871031_20170210_01_T2_MTL,0
LT04_L1GS_006061_19880409_20170209_01_T2_MTL,0
LT04_L1TP_008058_19880322_20170209_01_T1_MTL,1
LT04_L1TP_007062_19890318_20170204_01_T1_MTL,0
LT04_L1GS_005054_19920616_20170124_01_T2_MTL,1
LT04_L1GS_183062_19881229_20170205_01_T2_MTL,1
LT04_L1GS_008051_19881101_20170205_01_T2_MTL,1
LT04_L1TP_182026_19890702_20170202_01_T1_MTL,1
LT04_L1GS_003061_19880131_20170209_01_T2_MTL,0
LT04_L1TP_003068_19920618_20170122_01_T1_MTL,1
LT04_L1TP_004069_19891023_20170201_01_T1_MTL,1
LT04_L1GS_185060_19880805_20170207_01_T2_MTL,1
LT04_L1GS_183064_19890303_20170204_01_T2_MTL,1
LT04_L1GS_009060_19890620_20170202_01_T2_MTL,1
LT04_L1GS_005057_19880605_20170208_01_T2_MTL,1
LT04_L1GS_004047_19880106_20170210_01_T2_MTL,1
LT04_L1TP_186039_19920722_20170123_01_T1_MTL,1
LT04_L1TP_005058_19891115_20170201_01_T1_MTL,0
LT04_L1TP_181013_19880910_20170206_01_T1_MTL,0
LT04_L1GS_010038_19871129_20170210_01_T2_MTL,0
LT04_L1GS_183025_19880604_20170208_01_T2_MTL,1
LT04_L1GS_181022_19880910_20170206_01_T2_MTL,0
LT04_L1GS_185015_19891011_20170201_01_T2_MTL,1
LT04_L1TP_184025_19900516_20170130_01_T1_MTL,1
LT04_L1TP_192025_19881110_20170205_01_T1_MTL,1
LT04_L1TP_187045_19880124_20170209_01_T1_MTL,0
LT04_L1GS_187115_19900214_20170131_01_T2_MTL,0
LT04_L1GS_004111_19891226_20170201_01_T2_MTL,0
LT04_L1GS_184062_19900209_20170131_01_T2_MTL,1
LT04_L1TP_180024_19871206_20170210_01_T1_MTL,0
LT04_L1TP_189011_19890804_20170202_01_T1_MTL,1
LT04_L1GS_189116_19900228_20170131_01_T2_MTL,0
LT04_L1TP_183034_19881229_20170205_01_T1_MTL,1
LT04_L1GS_002223_19900318_20170131_01_T2_MTL,1
LT04_L1GS_005059_19890726_20170202_01_T2_MTL,0
LT04_L1GS_193032_19930304_20170120_01_T2_MTL,1
LT04_L1GS_182018_19881206_20170205_01_T2_MTL,1
LT04_L1TP_007055_19890809_20170202_01_T1_MTL,1
LT04_L1TP_180029_19890109_20170205_01_T1_MTL,1
LT04_L1GS_186036_19871130_20170210_01_T2_MTL,0
LT04_L1GS_007048_19920529_20170124_01_T2_MTL,1
LT04_L1GS_189117_19900212_20170131_01_T2_MTL,0
LT04_L1TP_183024_19890709_20170202_01_T1_MTL,0
LT04_L1GS_004058_19891007_20170201_01_T2_MTL,0
LT04_L1GS_010054_19880608_20170208_01_T2_MTL,1
LT04_L1TP_181018_19880724_20170208_01_T1_MTL,1
LT04_L1TP_003056_19880607_20170208_01_T1_MTL,1
LT04_L1GS_190124_19890115_20170205_01_T2_MTL,0
LT04_L1TP_189048_19871221_20170210_01_T1_MTL,1
LT04_L1TP_188041_19900731_20170130_01_T1_MTL,1
LT04_L1TP_193027_19890715_20170202_01_T1_MTL,1
LT04_L1TP_004053_19900212_20170131_01_T1_MTL,1
LT04_L1TP_180019_19881122_20170206_01_T1_MTL,1
LT04_L1GS_190124_19890131_20170204_01_T2_MTL,0
LT04_L1GS_007066_19890318_20170204_01_T2_MTL,1
LT04_L1TP_007064_19890910_20170201_01_T1_MTL,1
LT04_L1GS_187024_19920915_20170121_01_T2_MTL,1
LT04_L1GS_009056_19921205_20170121_01_T2_MTL,1
LT04_L1GS_007063_19891129_20170201_01_T2_MTL,0
LT04_L1TP_005058_19871126_20170210_01_T1_MTL,0
LT04_L1GS_004050_19880122_20170209_01_T2_MTL,0
LT04_L1GS_008027_19890816_20170202_01_T2_MTL,1
LT04_L1TP_182021_19880715_20170208_01_T1_MTL,0
LT04_L1TP_188029_19930317_20170119_01_T1_MTL,1
LT04_L1GS_189036_19890124_20170204_01_T2_MTL,0
LT04_L1GS_183066_19880519_20170208_01_T2_MTL,0
LT04_L1GS_004061_19880326_20170209_01_T2_MTL,1
LT04_L1TP_001067_19920620_20170122_01_T1_MTL,1
LT04_L1GS_009061_19891026_20170201_01_T2_MTL,1
LT04_L1GS_004074_19880427_20170209_01_T2_MTL,0
LT04_L1TP_180017_19880903_20170206_01_T1_MTL,0
LT04_L1GS_184036_19880323_20170209_01_T2_MTL,0
LT04_L1TP_180027_19880818_20170206_01_T1_MTL,1
LT04_L1TP_184034_19871218_20170210_01_T1_MTL,1
LT04_L1TP_180034_19900808_20170130_01_T1_MTL,1
LT04_L1TP_008054_19880102_20170210_01_T1_MTL,1
LT04_L1TP_008057_19890715_20170202_01_T1_MTL,1
LT04_L1GS_181020_19880622_20170208_01_T2_MTL,0
LT04_L1GS_004046_19881004_20170206_01_T2_MTL,0
LT04_L1TP_008053_19901123_20170129_01_T1_MTL,1
LT04_L1GS_184023_19871218_20170210_01_T2_MTL,1
LT04_L1TP_186021_19900701_20170129_01_T1_MTL,1
LT04_L1TP_186039_19881218_20170205_01_T1_MTL,1
LT04_L1TP_190049_19880129_20170209_01_T1_MTL,0
LT04_L1TP_181028_19890812_20170202_01_T1_MTL,1
LT04_L1GS_184064_19871218_20170210_01_T2_MTL,0
LT04_L1GS_183062_19881111_20170205_01_T2_MTL,1
LT04_L1GS_007062_19890809_20170202_01_T2_MTL,0
LT04_L1TP_009063_19920730_20170123_01_T1_MTL,1
LT04_L1TP_187039_19880108_20170210_01_T1_MTL,1
LT04_L1GS_189115_19891226_20170201_01_T2_MTL,0
LT04_L1TP_007055_19871226_20170210_01_T1_MTL,1
LT04_L1TP_182025_19880528_20170208_01_T1_MTL,1
LT04_L1GS_005021_19830131_20170220_01_T2_MTL,0
LT04_L1GS_007046_19890113_20170205_01_T2_MTL,1
LT04_L1GS_009058_19901013_20170128_01_T2_MTL,1
LT04_L1TP_180021_19871222_20170210_01_T1_MTL,0
LT04_L1GS_001113_19900207_20170131_01_T2_MTL,0
LT04_L1GS_180025_19890704_20170202_01_T2_MTL,1
LT04_L1TP_009053_19880516_20170208_01_T1_MTL,1
LT04_L1GS_006065_19891122_20170201_01_T2_MTL,0
LT04_L1TP_192022_19900727_20170130_01_T1_MTL,1
LT04_L1TP_008057_19880102_20170210_01_T1_MTL,1
LT04_L1GS_185059_19890621_20170202_01_T2_MTL,0
LT04_L1GS_188030_19930707_20170118_01_T2_MTL,1
LT04_L1TP_182043_19880121_20170209_01_T1_MTL,0
LT04_L1GS_187010_19880718_20170208_01_T2_MTL,0
LT04_L1GS_188017_19880826_20170206_01_T2_MTL,1
LT04_L1TP_001059_19871130_20170210_01_T1_MTL,1
LT04_L1GS_183025_19871227_20170210_01_T2_MTL,1
LT04_L1TP_010023_19821201_20170220_01_T1_MTL,0
LT04_L1GS_007058_19880518_20170208_01_T2_MTL,1
LT04_L1TP_006025_19890106_20170204_01_T1_MTL,1
LT04_L1TP_184039_19880307_20170209_01_T1_MTL,1
LT04_L1TP_192030_19910815_20170126_01_T1_MTL,1
LT04_L1TP_005060_19871110_20170210_01_T1_MTL,0
LT04_L1TP_008053_19880914_20170206_01_T1_MTL,1
LT04_L1TP_189045_19900722_20170129_01_T1_MTL,0
LT04_L1TP_189053_19920929_20170122_01_T1_MTL,1
LT04_L1GS_181021_19881231_20170205_01_T2_MTL,0
LT04_L1GS_183110_19900117_20170131_01_T2_MTL,0
LT04_L1TP_187056_19880124_20170209_01_T1_MTL,0
LT04_L1GS_189022_19880716_20170208_01_T2_MTL,1
LT04_L1TP_183031_19891216_20170201_01_T1_MTL,1
LT04_L1GS_181025_19880622_20170208_01_T2_MTL,1
LT04_L1GS_181012_19880708_20170208_01_T2_MTL,0
LT04_L1GS_009058_19881124_20170205_01_T2_MTL,1
LT04_L1GS_185060_19900710_20170129_01_T2_MTL,1
LT04_L1TP_184032_19871218_20170210_01_T1_MTL,1
LT04_L1GS_010052_19880523_20170208_01_T2_MTL,0
LT04_L1TP_010046_19881014_20170206_01_T1_MTL,1
LT04_L1TP_181024_19920820_20170122_01_T1_MTL,1
LT04_L1TP_189038_19900722_20170129_01_T1_MTL,1
LT04_L1TP_008053_19920723_20170122_01_T1_MTL,1
LT04_L1TP_193029_19880914_20170206_01_T1_MTL,1
LT04_L1TP_183029_19881229_20170205_01_T1_MTL,1
LT04_L1GS_190116_19890115_20170204_01_T2_MTL,0
LT04_L1GS_009051_19900623_20170130_01_T2_MTL,0
LT04_L1GS_182023_19890702_20170202_01_T2_MTL,1
LT04_L1TP_180063_19900213_20170131_01_T1_MTL,0
LT04_L1TP_190051_19880129_20170209_01_T1_MTL,0
LT04_L1TP_192023_19920529_20170122_01_T1_MTL,1
LT04_L1GS_006052_19880409_20170209_01_T2_MTL,1
LT04_L1TP_183021_19920717_20170122_01_T1_MTL,0
LT04_L1TP_004057_19871119_20170210_01_T1_MTL,0
LT04_L1GS_184026_19900719_20170129_01_T2_MTL,1
LT04_L1GS_009058_19881007_20170206_01_T2_MTL,1
LT04_L1TP_184033_19871116_20170210_01_T1_MTL,1
LT04_L1TP_181027_19880622_20170208_01_T1_MTL,1
LT04_L1TP_009062_19920831_20170121_01_T1_MTL,1
LT04_L1GS_003047_19890930_20170201_01_T2_MTL,1
LT04_L1GS_004051_19891108_20170201_01_T2_MTL,0
LT04_L1GS_186038_19880524_20170208_01_T2_MTL,0
LT04_L1TP_006057_19921013_20170122_01_T1_MTL,0
LT04_L1TP_004053_19900604_20170129_01_T1_MTL,1
LT04_L1GS_002225_19900403_20170131_01_T2_MTL,1
LT04_L1GS_004049_19880918_20170206_01_T2_MTL,0
LT04_L1GS_004073_19880310_20170209_01_T2_MTL,0
LT04_L1GS_185033_19891214_20170201_01_T2_MTL,1
LT04_L1TP_184033_19881220_20170205_01_T1_MTL,1
LT04_L1TP_184023_19920724_20170122_01_T1_MTL,1
LT04_L1GS_181110_19900119_20170131_01_T2_MTL,0
LT04_L1GS_008050_19880626_20170208_01_T2_MTL,0
LT04_L1TP_004047_19891108_20170201_01_T1_MTL,1
LT04_L1GS_001052_19900530_20170129_01_T2_MTL,1
LT04_L1GS_184023_19900601_20170131_01_T2_MTL,1
LT04_L1GS_185061_19890317_20170204_01_T2_MTL,1
LT04_L1GS_180012_19880818_20170206_01_T2_MTL,0
LT04_L1TP_180021_19880701_20170208_01_T1_MTL,0
LT04_L1GS_183116_19900202_20170131_01_T2_MTL,0
LT04_L1GS_183013_19880706_20170208_01_T2_MTL,1
LT04_L1GS_192022_19880721_20170208_01_T2_MTL,1
LT04_L1GS_006117_19900109_20170201_01_T2_MTL,0
LT04_L1TP_193036_19880509_20170208_01_T1_MTL,1
LT04_L1GS_185025_19890723_20170202_01_T2_MTL,1
LT04_L1TP_181012_19880724_20170208_01_T1_MTL,0
LT04_L1GS_188010_19880709_20170208_01_T2_MTL,0
LT04_L1TP_001063_19871130_20170210_01_T1_MTL,1
LT04_L1TP_182036_19890107_20170204_01_T1_MTL,0
LT04_L1TP_192023_19900625_20170129_01_T1_MTL,1
LT04_L1TP_187023_19871223_20170210_01_T1_MTL,0
LT04_L1GS_004110_19891226_20170201_01_T2_MTL,0
LT04_L1TP_186044_19871130_20170210_01_T1_MTL,0
LT04_L1TP_004068_19891007_20170201_01_T1_MTL,0
LT04_L1TP_193051_19920707_20170123_01_T1_MTL,1
LT04_L1GS_188026_19880506_20170209_01_T2_MTL,1
LT04_L1GS_189036_19881105_20170206_01_T2_MTL,0
LT04_L1GS_004112_19881223_20170205_01_T2_MTL,0
LT04_L1GS_182015_19880731_20170208_01_T2_MTL,0
LT04_L1TP_003066_19920906_20170121_01_T1_MTL,0
LT04_L1TP_184050_19871031_20170210_01_T1_MTL,0
LT04_L1TP_181030_19880114_20170210_01_T1_MTL,1
LT04_L1GS_185027_19881125_20170205_01_T2_MTL,1
LT04_L1TP_184039_19881220_20170205_01_T1_MTL,1
LT04_L1TP_180025_19880802_20170207_01_T1_MTL,1
LT04_L1TP_183025_19870720_20170212_01_T1_MTL,1
LT04_L1TP_008057_19900531_20170130_01_T1_MTL,1
LT04_L1GS_009056_19901013_20170129_01_T2_MTL,1
LT04_L1TP_005048_19890928_20170201_01_T1_MTL,1
LT04_L1TP_183023_19890725_20170202_01_T1_MTL,1
LT04_L1TP_190049_19880317_20170209_01_T1_MTL,0
LT04_L1TP_005028_19821128_20170220_01_T1_MTL,1
LT04_L1TP_180033_19880919_20170206_01_T1_MTL,1
LT04_L1TP_007055_19881009_20170205_01_T1_MTL,1
LT04_L1TP_192054_19880315_20170209_01_T1_MTL,0
LT04_L1GS_183022_19920615_20170123_01_T2_MTL,0
LT04_L1GS_183027_19880722_20170208_01_T2_MTL,1
LT04_L1GS_188010_19880810_20170207_01_T2_MTL,0
LT04_L1GS_006064_19891208_20170201_01_T2_MTL,1
LT04_L1TP_181038_19880130_20170209_01_T1_MTL,1
LT04_L1TP_185023_19920629_20170122_01_T1_MTL,1
LT04_L1GS_181028_19880114_20170210_01_T2_MTL,1
LT04_L1TP_180040_19880123_20170209_01_T1_MTL,1
LT04_L1GS_004050_19891108_20170201_01_T2_MTL,0
LT04_L1GS_192026_19900609_20170130_01_T2_MTL,1
LT04_L1GS_006067_19920404_20170123_01_T2_MTL,1
LT04_L1TP_184021_19880526_20170208_01_T1_MTL,0
LT04_L1GS_006118_19891208_20170201_01_T2_MTL,0
LT04_L1GS_182031_19890107_20170205_01_T2_MTL,1
LT04_L1TP_007056_19920902_20170122_01_T1_MTL,1
LT04_L1GS_003052_19880131_20170209_01_T2_MTL,0
LT04_L1TP_008024_19830104_20170220_01_T2_MTL,0
LT04_L1TP_009054_19900725_20170129_01_T1_MTL,1
LT04_L1TP_182040_19881206_20170205_01_T1_MTL,1
LT04_L1TP_186027_19920620_20170122_01_T1_MTL,1
LT04_L1GS_185058_19900320_20170131_01_T2_MTL,1
LT04_L1TP_183028_19880823_20170206_01_T1_MTL,1
LT04_L1GS_009056_19890212_20170204_01_T2_MTL,1
LT04_L1TP_186021_19890612_20170203_01_T1_MTL,1
LT04_L1GS_187059_19880312_20170209_01_T2_MTL,0
LT04_L1GS_008058_19900702_20170129_01_T2_MTL,1
LT04_L1TP_001056_19910109_20170128_01_T2_MTL,1
LT04_L1GS_008012_19880610_20170208_01_T2_MTL,0
LT04_L1TP_008055_19881219_20170205_01_T1_MTL,1
LT04_L1GS_183030_19881127_20170205_01_T2_MTL,1
LT04_L1GS_005039_19820824_20170220_01_T2_MTL,0
LT04_L1GS_009060_19890706_20170202_01_T2_MTL,1
LT04_L1TP_006063_19871101_20170210_01_T1_MTL,0
LT04_L1GS_182040_19880325_20170209_01_T2_MTL,1
LT04_L1GS_185113_19890128_20170204_01_T2_MTL,0
LT04_L1GS_006063_19880612_20170208_01_T2_MTL,0
LT04_L1GS_184030_19910706_20170126_01_T2_MTL,1
LT04_L1TP_188021_19880826_20170206_01_T1_MTL,1
LT04_L1GS_002051_19920627_20170122_01_T2_MTL,0
LT04_L1TP_188027_19920720_20170123_01_T1_MTL,1
LT04_L1TP_183033_19911003_20170125_01_T2_MTL,1
LT04_L1TP_180028_19880107_20170210_01_T1_MTL,1
LT04_L1TP_008055_19880914_20170206_01_T1_MTL,1
LT04_L1GS_004058_19880513_20170208_01_T2_MTL,0
LT04_L1TP_186046_19880202_20170209_01_T1_MTL,1
LT04_L1TP_006053_19901024_20170128_01_T1_MTL,1
LT04_L1GS_002055_19920627_20170122_01_T2_MTL,1
LT04_L1TP_008047_19881101_20170206_01_T1_MTL,1
LT04_L1GS_005025_19821112_20170220_01_T2_MTL,1
LT04_L1GS_005051_19880113_20170210_01_T2_MTL,1
LT04_L1TP_006068_19920404_20170124_01_T1_MTL,1
LT04_L1TP_186042_19920823_20170122_01_T1_MTL,1
LT04_L1TP_004063_19891210_20170201_01_T1_MTL,0
LT04_L1GS_186025_19920706_20170123_01_T2_MTL,1
LT04_L1GS_003024_19830202_20170220_01_T2_MTL,0
LT04_L1TP_185024_19890621_20170202_01_T1_MTL,0
LT04_L1TP_002060_19900606_20170129_01_T1_MTL,1
LT04_L1TP_185057_19890128_20170204_01_T1_MTL,0
LT04_L1GS_006118_19890311_20170204_01_T2_MTL,0
LT04_L1GS_007058_19881009_20170206_01_T2_MTL,1
LT04_L1TP_183025_19880128_20170209_01_T1_MTL,1
LT04_L1TP_193050_19871115_20170210_01_T1_MTL,1
LT04_L1GS_190056_19901220_20170128_01_T2_MTL,0
LT04_L1GS_183112_19891114_20170201_01_T2_MTL,0
LT04_L1GS_185065_19901217_20170128_01_T2_MTL,0
LT04_L1GS_009055_19880617_20170208_01_T2_MTL,1
LT04_L1TP_188020_19880911_20170206_01_T1_MTL,1
